filename,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023,paperId,citation
ICLR_2017_119_content.json,2017,Recurrent Hidden Semi-Markov Model,38.0,13.0,12.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,Accept (Poster),Accepted,7.0,7.0,7.0,7.0,good,ICLR_2017_119_paper.json,1.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,21.0,1.0,1.0,17.0,9.0,1.0,59.0,2.0,15.0,2.0,10.0,0.0,0.0,3.0,0.0,4.0,0.0,2.0,1.0,56.0,183.0,14.0,8.0,9.0,5.0,7.0,3.0,0.0,e20d94e43a20315f76067a00d67e4f7523ca7311,8.0
ICLR_2017_2_content.json,2017,End-to-end Optimized Image Compression,26.0,7.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,Accept (Oral),Accepted,7.0,8.0,9.0,8.0,good,ICLR_2017_2_paper.json,2.0,2.0,9.0,2.0,1.0,3.0,4.0,8.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,7.0,52.0,5.0,0.0,19.0,6.0,0.0,36.0,0.0,10.0,2.0,6.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,44.0,140.0,15.0,75.0,122.0,196.0,206.0,272.0,105.0,232148b97bd0543613ffd98fb4edcff79434ce1a,75.0
ICLR_2017_100_content.json,2017,Introspection:Accelerating Neural Network Training By Learning Weight Evolution,9.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Accept (Poster),Accepted,8.0,7.0,9.0,8.0,good,ICLR_2017_100_paper.json,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,18.0,1.0,0.0,28.0,13.0,1.0,21.0,0.0,13.0,0.0,13.0,2.0,0.0,4.0,3.0,9.0,0.0,1.0,4.0,45.0,158.0,15.0,4.0,2.0,3.0,1.0,3.0,0.0,9bc3eaa4f816d186b9deac9ba980f278f85a1cd8,4.0
ICLR_2017_21_content.json,2017,Nonparametric Neural Networks,41.0,19.0,3.0,7.0,9.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,Accept (Poster),Accepted,7.0,7.0,5.0,6.33,good,ICLR_2017_21_paper.json,1.0,1.0,2.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,24.0,2.0,4.0,30.0,14.0,3.0,129.0,3.0,19.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,10.0,8.0,159.0,392.0,15.0,6.0,1.0,3.0,0.0,2.0,2.0,46357ea4ad096e0674569efa29d3e34006786d04,6.0
ICLR_2017_127_content.json,2017,Online Bayesian Transfer Learning for Sequential Data Modeling,33.0,7.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,Accept (Poster),Accepted,7.0,6.0,6.0,6.33,good,ICLR_2017_127_paper.json,1.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,6.0,4.0,24.0,20.0,4.0,47.0,4.0,20.0,2.0,6.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,89.0,235.0,16.0,2.0,4.0,4.0,3.0,3.0,0.0,20be936439c626c11611ce62771e8b8ba3c797f9,2.0
ICLR_2017_39_content.json,2017,Unsupervised Cross-Domain Image Generation,27.0,15.0,6.0,1.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Accept (Poster),Accepted,7.0,6.0,7.0,6.67,good,ICLR_2017_39_paper.json,0.0,1.0,0.0,1.0,2.0,0.0,1.0,8.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,20.0,4.0,0.0,24.0,12.0,1.0,25.0,0.0,16.0,5.0,4.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,6.0,45.0,154.0,16.0,162.0,197.0,164.0,118.0,87.0,18.0,04bd2907111855b9fde9413bb25b9788a4c03f26,162.0
ICLR_2017_25_content.json,2017,FILTER SHAPING FOR CONVOLUTIONAL NEURAL NETWORKS,22.0,9.0,5.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,Accept (Poster),Accepted,6.0,7.0,7.0,6.67,good,ICLR_2017_25_paper.json,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,5.0,18.0,3.0,0.0,14.0,4.0,2.0,35.0,2.0,5.0,2.0,6.0,1.0,2.0,1.0,0.0,5.0,0.0,1.0,3.0,51.0,137.0,18.0,2.0,4.0,7.0,0.0,1.0,2.0,0ef8ba551c025747333382bb627f305b540543dc,2.0
ICLR_2017_174_content.json,2017,Geometry of Polysemy,26.0,8.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Accept (Poster),Accepted,7.0,7.0,7.0,7.0,good,ICLR_2017_174_paper.json,1.0,0.0,6.0,4.0,2.0,3.0,4.0,9.0,1.0,4.0,0.0,8.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,51.0,2.0,4.0,32.0,18.0,2.0,57.0,6.0,16.0,0.0,12.0,3.0,0.0,1.0,0.0,3.0,0.0,4.0,1.0,64.0,225.0,18.0,49.0,57.0,59.0,43.0,25.0,7.0,423fab20c1c39cb6b4d6cf6098f61c092e6d1e3f,49.0
ICLR_2017_102_content.json,2017,Lie-Access Neural Turing Machines,19.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Accept (Poster),Accepted,6.0,7.0,6.0,6.33,good,ICLR_2017_102_paper.json,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,2.0,1.0,10.0,9.0,2.0,29.0,5.0,7.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,59.0,136.0,19.0,1.0,1.0,0.0,1.0,1.0,0.0,15778857f5b4de361dffa3fd156a269184dd2f9e,1.0
ICLR_2017_48_content.json,2017,Learning to Query Reason and Answer Questions On Ambiguous Texts,23.0,16.0,3.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Accept (Poster),Accepted,6.0,7.0,7.0,6.67,good,ICLR_2017_48_paper.json,0.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,2.0,0.0,24.0,16.0,2.0,23.0,2.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,87.0,169.0,20.0,8.0,2.0,1.0,2.0,5.0,0.0,bf3db68c31e9850d6039bc2436314faef93973d3,8.0
ICLR_2017_16_content.json,2017,Maximum Entropy Flow Networks,37.0,15.0,10.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,Accept (Poster),Accepted,6.0,6.0,9.0,7.0,good,ICLR_2017_16_paper.json,1.0,1.0,6.0,0.0,2.0,1.0,1.0,7.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,30.0,0.0,0.0,30.0,5.0,1.0,50.0,4.0,9.0,2.0,5.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,34.0,147.0,25.0,4.0,11.0,4.0,2.0,0.0,0.0,b88e7d3ecbc62baaf3959fb62702e68790e2bfa6,4.0
