filename,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023,paperId
ICLR_2017_102_content.json,2017,Lie-Access Neural Turing Machines,19,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2017_102_paper.json,0,0,2,0,0,1,2,2,0,0,0,2,2,0,0,0,0,0,2,13,2,1,10,9,2,29,5,7,2,3,1,0,1,1,2,0,1,1,59,136,19,1,1,0,1,1,0,15778857f5b4de361dffa3fd156a269184dd2f9e
ICLR_2017_48_content.json,2017,Learning to Query Reason and Answer Questions On Ambiguous Texts,23,16,3,4,3,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2017_48_paper.json,0,0,0,1,4,0,1,2,2,0,0,6,0,0,0,0,0,0,3,19,2,0,24,16,2,23,2,3,1,4,1,0,0,0,1,0,1,2,87,169,20,8,2,1,2,5,0,bf3db68c31e9850d6039bc2436314faef93973d3
ICLR_2017_16_content.json,2017,Maximum Entropy Flow Networks,37,15,10,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,Accept (Poster),Accepted,6,6,9,7,good,ICLR_2017_16_paper.json,1,1,6,0,2,1,1,7,1,0,1,6,0,0,0,0,0,1,2,30,0,0,30,5,1,50,4,9,2,5,0,2,1,1,1,1,0,1,34,147,25,4,11,4,2,0,0,b88e7d3ecbc62baaf3959fb62702e68790e2bfa6
ICLR_2017_112_content.json,2017,Sigma Delta Quantized Networks,14,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,6,8,7.33,good,ICLR_2017_112_paper.json,0,0,0,1,1,2,0,2,0,0,0,1,2,0,1,0,1,2,1,14,2,0,15,7,3,51,1,10,3,8,4,2,0,1,0,0,2,3,49,161,26,5,4,2,7,5,3,6fd4b90193efbd0922554672abb52fa1886f607f
ICLR_2017_45_content.json,2017,Neural Program Lattices,26,16,11,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Accept (Poster),Accepted,4,7,7,6,good,ICLR_2017_45_paper.json,0,0,1,3,3,3,3,5,0,3,0,4,2,0,2,0,3,2,2,36,2,1,16,21,3,66,2,7,2,11,2,0,0,1,0,0,11,3,55,203,27,9,4,5,3,0,2,15064b7e47b43a68b6661bc7c3eaaad207493191
ICLR_2017_33_content.json,2017,Emergence of foveal image sampling from learning to attend in visual scenes,16,3,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,5,6,5.67,good,ICLR_2017_33_paper.json,1,0,1,0,0,0,2,1,0,0,0,1,0,1,1,0,0,1,3,12,1,0,16,5,0,26,0,8,1,0,1,1,1,0,0,0,1,2,36,99,27,5,7,5,5,2,1,6d49a7ad76e779df812bda5c4b037a0b9d6847be
ICLR_2017_176_content.json,2017,Reasoning with Memory Augmented Neural Networks for Language Comprehension,16,12,7,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2017_176_paper.json,1,1,2,2,2,0,1,0,2,0,0,4,0,0,1,0,0,0,0,16,1,0,15,27,2,24,3,11,0,7,1,1,3,1,0,0,2,4,65,167,28,9,2,5,1,1,0,19de981d8b950b85e8d6c74ba37bcdd73d1b2e36
ICLR_2017_32_content.json,2017,What does it take to generate natural textures?,23,11,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,0,0,0,Accept (Poster),Accepted,7,8,8,7.67,good,ICLR_2017_32_paper.json,0,0,6,4,3,4,1,6,0,1,0,0,1,1,0,0,0,0,0,27,0,1,27,3,0,20,0,3,0,6,0,0,1,0,1,0,0,0,31,93,28,7,4,7,3,3,0,abdd228205f0878ee0a426d8ef94ab15db4a07e8
ICLR_2017_168_content.json,2017,Batch Policy Gradient  Methods for  Improving Neural Conversation Models,33,13,13,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,Accept (Poster),Accepted,6,7,8,7,good,ICLR_2017_168_paper.json,0,0,3,4,1,5,1,4,0,0,1,2,0,0,0,0,3,0,3,27,5,0,26,12,3,59,3,34,9,6,4,1,2,1,0,0,3,4,70,242,30,6,6,6,2,2,1,11732140ada8e05c84e9024927c297565ebd6ad8
ICLR_2017_195_content.json,2017,Dropout with Expectation-linear Regularization,31,10,7,0,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,8,7,8,7.67,good,ICLR_2017_195_paper.json,0,0,2,2,2,0,0,6,1,0,0,5,2,0,2,0,1,0,1,24,6,1,23,5,1,64,1,9,1,6,1,0,3,0,3,0,1,1,92,218,31,8,6,3,4,3,4,437da3d1024f7312fde8a5287c99c36b559ed8f3
ICLR_2017_198_content.json,2017,Hadamard Product for Low-rank Bilinear Pooling,42,32,14,0,3,3,0,2,7,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2017_198_paper.json,2,3,2,3,1,2,5,4,1,2,1,8,3,0,1,1,0,0,7,46,3,1,11,4,0,17,2,9,1,9,0,2,2,1,1,1,0,3,58,125,34,3,2,4,3,4,1,57a94c641412a39d4caa6b1a080ed3dae7ea75c5
ICLR_2017_184_content.json,2017,Sparsely-Connected Neural Networks: Towards Efficient VLSI Implementation of Deep Neural Networks,34,19,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2017_184_paper.json,0,0,4,2,4,0,0,3,0,0,0,5,0,0,4,0,3,0,7,32,0,0,13,12,4,12,0,9,0,10,0,0,5,0,2,0,1,1,46,115,34,12,4,6,5,6,1,138ea97004fe7586977b4eb72835df615319c2df
ICLR_2017_24_content.json,2017,Learning to Generate Samples from Noise through Infusion Training,28,13,1,3,1,10,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,Accept (Poster),Accepted,8,7,6,7,good,ICLR_2017_24_paper.json,0,0,2,3,2,0,1,6,0,1,2,2,0,0,0,0,4,2,2,27,3,0,13,8,1,45,3,16,1,7,0,1,1,1,1,0,2,7,33,143,35,4,6,3,5,5,0,d2860bb05f747e4628e95e4d84018263831bab0d
ICLR_2017_122_content.json,2017,Mollifying Networks,42,17,13,0,4,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2017_122_paper.json,1,0,3,2,2,1,3,7,1,0,0,0,3,0,2,0,3,1,3,32,6,1,10,7,1,39,4,31,2,6,0,1,0,1,0,1,0,2,35,147,35,5,11,5,1,3,1,b9728a8279c12f93fff089b6fac96afd2d3bab04
ICLR_2017_77_content.json,2017,Improving Policy Gradient by Exploring Under-appreciated Rewards,40,18,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Accept (Poster),Accepted,7,8,7,7.33,good,ICLR_2017_77_paper.json,1,0,4,3,4,1,2,5,0,2,0,6,1,0,1,0,0,0,3,33,3,1,34,11,1,37,0,14,2,7,2,0,1,4,0,1,2,2,48,170,36,8,9,3,10,2,2,9caf76734a611286513b478ce10557bda477e8ce
ICLR_2017_158_content.json,2017,Temporal Ensembling for Semi-Supervised Learning,29,18,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,9,8,8,good,ICLR_2017_158_paper.json,2,0,4,2,0,1,2,4,0,5,0,3,0,0,2,0,3,2,4,34,1,0,19,3,1,29,1,5,1,11,3,0,2,1,2,1,3,6,30,119,36,0,18,112,340,390,140,d2e4587744a89bad95fea69e08842cad6c8ff0dd
ICLR_2017_110_content.json,2017,Learning to superoptimize programs,22,10,0,1,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,7,7,good,ICLR_2017_110_paper.json,0,0,2,3,2,0,1,5,0,0,0,8,1,0,0,0,2,0,5,29,4,2,13,10,4,30,0,8,2,8,0,1,1,1,3,0,4,3,47,141,37,5,6,8,7,9,1,29064c333a95a40854172e60440168777f87994c
ICLR_2017_106_content.json,2017,Attend Adapt and Transfer: Attentive Deep Architecture for Adaptive Transfer from multiple sources in the same domain,25,3,4,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2017_106_paper.json,1,2,0,5,1,0,0,3,0,0,0,10,0,0,1,0,1,1,5,30,9,0,38,37,1,46,5,24,4,10,2,0,1,4,4,1,2,3,70,261,37,6,9,10,3,6,6,8bada64d0b04a66165b464a51c29f61e1f474f2a
ICLR_2017_179_content.json,2017,Predicting Medications from Diagnostic Codes with Recurrent Neural Networks,32,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Accept (Poster),Accepted,6,8,7,7,good,ICLR_2017_179_paper.json,0,0,9,3,2,2,0,1,0,0,0,0,1,0,1,0,0,1,2,22,3,2,24,7,1,28,0,6,0,4,3,1,1,0,1,1,4,4,47,137,38,12,7,9,8,8,3,7e6c752c47d96ff83f44109a4cabd85c8294a37e
ICLR_2017_177_content.json,2017,Learning Recurrent Representations for Hierarchical Behavior Modeling,29,8,2,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,4,1,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2017_177_paper.json,0,0,6,1,3,1,0,4,0,1,0,2,0,0,0,0,0,0,1,19,3,2,10,6,1,36,1,15,2,7,3,0,1,0,0,0,2,1,43,133,39,7,8,6,11,6,3,b530755b7d4e1ce03d96812f5e065c30eab8538c
ICLR_2017_182_content.json,2017,Efficient Representation of Low-Dimensional Manifolds using Deep Networks,27,8,5,0,5,2,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,5,7,6,good,ICLR_2017_182_paper.json,0,0,2,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,1,10,1,2,17,8,0,100,3,6,2,10,4,0,0,0,0,1,3,1,104,262,39,13,9,2,4,7,2,ed9acc61319c2aad04ce25c3bc348b955296bed3
ICLR_2017_189_content.json,2017,Understanding Trainable Sparse Coding with Matrix Factorization,23,6,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Accept (Poster),Accepted,6,8,5,6.33,good,ICLR_2017_189_paper.json,3,0,2,4,0,0,0,0,0,0,0,3,1,0,2,0,0,0,6,21,0,0,29,12,1,27,4,8,1,9,0,0,1,2,1,1,3,3,57,159,40,9,6,6,14,5,0,9459d92b99220d2bfe8fc530410275d65b71dcd2
ICLR_2017_50_content.json,2017,Diet Networks: Thin Parameters for Fat Genomics,17,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,Accept (Poster),Accepted,6,7,8,7,good,ICLR_2017_50_paper.json,2,0,1,5,1,3,1,3,0,0,0,3,0,0,0,0,0,1,1,21,1,1,18,6,1,23,4,5,0,7,0,0,4,1,0,1,1,0,29,102,43,9,7,8,11,6,2,a36d5dee672e66b5f4db9e9df7498ef89b4b9cf5
